Security,Brokerage,Built-up area,Bathrooms,Age of property,Price,School Time,School Distance,Hospital Time,Hospital Distance,Railway Time,Railway Distance,Area,City
526000.0,63694000,1720.0,3.0,19.0,50839.0,2,2.8,3,4.1,15,11.1,Hosabettu,Mangalore
508000.0,28369000,1211.0,6.0,1.0,74391.0,1,2.1,2,4.3,15,11.1,Hosabettu,Mangalore
576000.0,28370000,2237.0,5.0,1.0,27800.0,5,2.6,6,1.6,15,11.1,Hosabettu,Mangalore
101000.0,58579000,1731.0,2.0,8.0,34982.0,7,1.1,4,1.0,15,11.1,Hosabettu,Mangalore
540000.0,42709000,1734.0,4.0,17.0,84648.0,3,2.3,7,3.6,15,11.1,Hosabettu,Mangalore
94000.0,25815000,1225.0,4.0,1.0,56488.0,5,2.5,6,0.9,15,11.1,Hosabettu,Mangalore
169000.0,46296000,1738.0,3.0,29.0,30380.0,7,3.1,6,2.7,15,11.1,Hosabettu,Mangalore
244000.0,41692000,2251.0,1.0,3.0,55471.0,2,2.6,8,3.9,15,11.1,Hosabettu,Mangalore
294000.0,39135000,1228.0,5.0,22.0,36527.0,3,0.9,8,3.0,15,11.1,Hosabettu,Mangalore
410000.0,71904000,2253.0,2.0,26.0,69296.0,6,3.0,3,2.0,15,11.1,Hosabettu,Mangalore
112000.0,40161000,2765.0,6.0,12.0,83122.0,2,2.3,4,4.1,15,11.1,Hosabettu,Mangalore
162000.0,46820000,1747.0,5.0,11.0,33458.0,6,3.2,1,3.6,15,11.1,Hosabettu,Mangalore
262000.0,51431000,2261.0,2.0,14.0,35508.0,5,3.3,7,3.2,15,11.1,Hosabettu,Mangalore
230000.0,64233000,1238.0,5.0,2.0,72885.0,2,1.6,6,0.5,15,11.1,Hosabettu,Mangalore
287000.0,33514000,1237.0,6.0,4.0,70327.0,4,3.4,3,4.4,15,11.1,Hosabettu,Mangalore
312000.0,33002000,729.0,6.0,15.0,75962.0,4,1.8,3,2.4,15,11.1,Hosabettu,Mangalore
355000.0,27885000,2780.0,3.0,26.0,41658.0,6,2.4,2,3.7,15,11.1,Hosabettu,Mangalore
305000.0,25325000,1758.0,1.0,11.0,45760.0,5,2.8,2,3.4,15,11.1,Hosabettu,Mangalore
330000.0,36593000,743.0,3.0,18.0,69316.0,1,1.4,7,0.6,15,11.1,Hosabettu,Mangalore
419000.00000000006,46322000,744.0,5.0,8.0,61637.0,5,1.6,2,3.3,15,11.1,Hosabettu,Mangalore
462000.0,50932000,2793.0,5.0,12.0,75467.0,2,3.1,6,2.6,15,11.1,Hosabettu,Mangalore
412000.0,71425000,745.0,4.0,16.0,59595.0,6,2.8,7,2.5,15,11.1,Hosabettu,Mangalore
180000.0,39170000,748.0,1.0,6.0,71885.0,3,2.8,5,3.5,15,11.1,Hosabettu,Mangalore
430000.0,58115000,2797.0,6.0,23.0,29390.0,6,1.7,2,2.6,15,11.1,Hosabettu,Mangalore
519000.00000000006,27395000,1261.0,6.0,18.0,42195.0,6,3.5,2,2.8,15,11.1,Hosabettu,Mangalore
505000.0,59651000,2286.0,1.0,3.0,28377.0,3,2.2,8,3.7,15,11.1,Hosabettu,Mangalore
130000.0,68359000,2288.0,3.0,10.0,28380.0,5,1.1,4,0.9,15,11.1,Hosabettu,Mangalore
455000.0,61192000,1777.0,5.0,1.0,49885.0,3,2.1,5,4.3,15,11.1,Hosabettu,Mangalore
512000.0,51467000,757.0,6.0,27.0,55006.0,4,3.4,6,3.8,15,11.1,Hosabettu,Mangalore
587000.0,36110000,2806.0,5.0,8.0,38111.0,6,1.9,1,3.8,15,11.1,Hosabettu,Mangalore
148000.0,41231000,761.0,2.0,17.0,66785.0,3,1.7,2,1.8,15,11.1,Hosabettu,Mangalore
273000.0,32017000,2812.0,1.0,29.0,41698.0,1,0.7,5,0.7,15,11.1,Hosabettu,Mangalore
398000.0,62739000,1790.0,5.0,14.0,59108.0,7,1.6,8,1.8,15,11.1,Hosabettu,Mangalore
116000.0,36627000,1280.0,1.0,9.0,50405.0,7,1.4,1,2.0,15,11.1,Hosabettu,Mangalore
191000.0,53523000,2817.0,4.0,10.0,77029.0,3,0.7,1,1.4,15,11.1,Hosabettu,Mangalore
426000.0,43800000,1798.0,5.0,27.0,77543.0,7,2.8,7,2.1,15,11.1,Hosabettu,Mangalore
83000.0,74008000,2823.0,6.0,12.0,52967.0,4,3.3,8,0.8,15,11.1,Hosabettu,Mangalore
91000.0,58876000,1799.0,1.0,25.0,78569.0,5,2.5,1,1.9,15,11.1,Hosabettu,Mangalore
93000.0,46877000,1292.0,4.0,19.0,25836.0,1,3.3,6,4.3,15,11.1,Hosabettu,Mangalore
90000.0,57118000,1296.0,3.0,22.0,69357.0,4,2.3,8,4.3,15,11.1,Hosabettu,Mangalore
89000.0,25892000,784.0,6.0,0.0,31476.0,2,3.4,2,3.2,15,11.1,Hosabettu,Mangalore
234000.0,41253000,1810.0,2.0,5.0,45817.0,2,0.9,3,1.2,15,11.1,Hosabettu,Mangalore
384000.0,58664000,2325.0,2.0,23.0,58621.0,1,3.0,8,1.9,15,11.1,Hosabettu,Mangalore
359000.0,53039000,792.0,6.0,11.0,38141.0,3,2.6,3,4.2,15,11.1,Hosabettu,Mangalore
366000.0,27954000,1817.0,1.0,8.0,40191.0,7,1.6,7,3.6,15,11.1,Hosabettu,Mangalore
466000.0,64819000,1310.0,1.0,18.0,43776.0,6,1.0,7,3.2,15,11.1,Hosabettu,Mangalore
409000.0,52021000,1824.0,6.0,18.0,66307.0,2,1.1,1,4.0,15,11.1,Hosabettu,Mangalore
184000.0,51510000,2338.0,4.0,1.0,47878.0,1,2.1,7,3.0,15,11.1,Hosabettu,Mangalore
402000.0,52533000,2857.0,4.0,7.0,69383.0,7,2.5,8,0.8,15,11.1,Hosabettu,Mangalore
491000.0,61242000,811.0,6.0,4.0,46356.0,4,3.0,3,4.3,15,11.1,Hosabettu,Mangalore
598000.0,43840000,2859.0,2.0,25.0,54551.0,6,1.3,7,0.5,15,11.1,Hosabettu,Mangalore
527000.0,74565000,1325.0,1.0,1.0,64795.0,7,3.1,3,4.3,15,11.1,Hosabettu,Mangalore
534000.0,52551000,2353.0,1.0,28.0,59164.0,6,2.5,1,4.0,15,11.1,Hosabettu,Mangalore
516000.0,63820000,2870.0,6.0,23.0,84765.0,6,1.0,1,1.6,15,11.1,Hosabettu,Mangalore
548000.0,55116000,1849.0,4.0,9.0,53536.0,6,1.9,4,0.6,15,11.1,Hosabettu,Mangalore
559000.0,68941000,1853.0,3.0,7.0,80163.0,4,1.0,1,1.6,15,11.1,Hosabettu,Mangalore
566000.0,61775000,2877.0,3.0,0.0,55077.0,7,1.9,6,2.1,15,11.1,Hosabettu,Mangalore
584000.0,25935000,2883.0,2.0,15.0,55590.0,2,1.9,7,2.9,15,11.1,Hosabettu,Mangalore
127000.0,73556000,1350.0,3.0,12.0,66350.0,2,0.8,4,3.7,15,11.1,Hosabettu,Mangalore
252000.0,45911000,839.0,5.0,14.0,64816.0,5,2.5,6,1.2,15,11.1,Hosabettu,Mangalore
277000.0,65880000,2375.0,2.0,3.0,63285.0,4,0.9,7,0.9,15,11.1,Hosabettu,Mangalore
352000.0,44381000,2889.0,6.0,28.0,82742.0,7,0.7,1,1.3,15,11.1,Hosabettu,Mangalore
327000.0,71008000,2380.0,1.0,12.0,32570.0,6,1.1,6,1.0,15,11.1,Hosabettu,Mangalore
170000.0,33633000,2381.0,2.0,29.0,52030.0,6,2.3,3,2.6,15,11.1,Hosabettu,Mangalore
120000.0,29539000,2894.0,3.0,28.0,37185.0,1,1.9,4,0.7,15,11.1,Hosabettu,Mangalore
288000.0,52580000,849.0,1.0,17.0,27458.0,2,1.2,4,1.9,15,11.1,Hosabettu,Mangalore
245000.00000000003,37734000,2898.0,6.0,28.0,61763.0,7,3.0,3,1.5,15,11.1,Hosabettu,Mangalore
270000.0,40294000,851.0,3.0,20.0,83266.0,7,3.5,4,3.2,15,11.1,Hosabettu,Mangalore
363000.0,62828000,2899.0,3.0,1.0,75593.0,3,1.6,1,3.4,15,11.1,Hosabettu,Mangalore
388000.0,23921000,1874.0,3.0,14.0,69964.0,3,2.8,2,2.2,15,11.1,Hosabettu,Mangalore
345000.0,19828000,1372.0,2.0,13.0,73550.0,2,1.7,6,4.1,15,11.1,Hosabettu,Mangalore
445000.0,27508000,2398.0,4.0,6.0,41810.0,2,2.1,8,3.4,15,11.1,Hosabettu,Mangalore
413000.0,58740000,2400.0,1.0,21.0,55124.0,2,3.1,7,3.9,15,11.1,Hosabettu,Mangalore
495000.0,28536000,1891.0,4.0,6.0,44373.0,4,1.7,5,4.3,15,11.1,Hosabettu,Mangalore
506000.0,23929000,1892.0,3.0,28.0,39254.0,3,0.8,6,2.7,15,11.1,Hosabettu,Mangalore
520000.0,26491000,1381.0,3.0,2.0,28507.0,2,3.1,6,4.0,15,11.1,Hosabettu,Mangalore
556000.0,54141000,881.0,1.0,21.0,62300.0,6,2.6,4,1.4,15,11.1,Hosabettu,Mangalore
581000.0,32126000,885.0,6.0,3.0,25947.0,7,0.6,3,3.5,15,11.1,Hosabettu,Mangalore
81000.0,19842000,2934.0,4.0,28.0,28510.0,1,1.8,3,3.2,15,11.1,Hosabettu,Mangalore
131000.0,40836000,1909.0,3.0,19.0,76640.0,6,2.7,8,2.0,15,11.1,Hosabettu,Mangalore
106000.0,20869000,2935.0,4.0,6.0,48481.0,5,2.0,7,0.9,15,11.1,Hosabettu,Mangalore
281000.0,46075000,1400.0,4.0,19.0,55648.0,5,2.4,1,2.2,15,11.1,Hosabettu,Mangalore
231000.0,71560000,1914.0,6.0,16.0,58216.0,1,2.6,6,3.4,15,11.1,Hosabettu,Mangalore
124000.0,34704000,1404.0,6.0,18.0,27504.0,3,3.4,1,1.2,15,11.1,Hosabettu,Mangalore
149000.0,72087000,893.0,2.0,25.0,63351.0,4,2.5,3,4.2,15,11.1,Hosabettu,Mangalore
117000.0,68504000,2942.0,2.0,1.0,33145.0,6,3.1,6,1.9,15,11.1,Hosabettu,Mangalore
167000.0,52122000,2945.0,1.0,6.0,41854.0,5,2.9,5,2.6,15,11.1,Hosabettu,Mangalore
274000.0,41370000,2952.0,3.0,7.0,67458.0,7,1.2,5,1.2,15,11.1,Hosabettu,Mangalore
299000.0,34717000,2441.0,1.0,4.0,37255.0,6,1.2,1,1.7,15,11.1,Hosabettu,Mangalore
349000.0,22431000,1418.0,2.0,29.0,31112.0,4,2.5,3,4.1,15,11.1,Hosabettu,Mangalore
392000.0,23456000,2444.0,2.0,10.0,54154.0,1,1.6,4,0.9,15,11.1,Hosabettu,Mangalore
367000.0,66977000,1424.0,3.0,14.0,29582.0,7,1.6,1,0.9,15,11.1,Hosabettu,Mangalore
317000.0,20392000,1436.0,1.0,1.0,56719.0,5,2.9,1,3.2,15,11.1,Hosabettu,Mangalore
417000.0,65450000,2462.0,5.0,22.0,60306.0,3,3.2,1,1.2,15,11.1,Hosabettu,Mangalore
474000.0,37293000,928.0,5.0,22.0,74130.0,3,3.2,4,1.1,15,11.1,Hosabettu,Mangalore
492000.0,56238000,1957.0,2.0,13.0,69528.0,5,1.1,2,1.1,15,11.1,Hosabettu,Mangalore
442000.0,69041000,1446.0,5.0,0.0,30109.0,6,1.7,1,0.7,15,11.1,Hosabettu,Mangalore
499000.0,24498000,938.0,5.0,3.0,39328.0,3,1.2,7,0.6,15,11.1,Hosabettu,Mangalore
542000.0,40881000,2988.0,1.0,15.0,49059.0,4,1.4,1,4.2,15,11.1,Hosabettu,Mangalore
549000.0,18356000,1966.0,4.0,0.0,70053.0,6,2.8,2,4.3,15,11.1,Hosabettu,Mangalore
599000.0,45494000,2480.0,6.0,2.0,80297.0,4,3.1,2,1.2,15,11.1,Hosabettu,Mangalore
524000.0,33718000,949.0,4.0,0.0,39852.0,4,2.6,4,3.9,15,11.1,Hosabettu,Mangalore
592000.0,54714000,951.0,3.0,18.0,71597.0,7,1.4,3,2.2,15,11.1,Hosabettu,Mangalore
574000.0,33724000,2999.0,2.0,4.0,68014.0,5,2.7,2,2.0,15,11.1,Hosabettu,Mangalore
203000.0,29632000,1467.0,5.0,9.0,36786.0,7,1.2,1,2.1,15,11.1,Hosabettu,Mangalore
210000.0,28096000,2492.0,5.0,12.0,77236.0,2,1.5,4,3.2,15,11.1,Hosabettu,Mangalore
353000.0,55749000,956.0,6.0,9.0,60342.0,7,0.6,1,2.0,15,11.1,Hosabettu,Mangalore
310000.0,42953000,1982.0,3.0,16.0,82360.0,2,2.8,8,2.3,15,11.1,Hosabettu,Mangalore
78000.0,46026000,2495.0,3.0,18.0,30137.0,7,1.6,1,4.2,15,11.1,Hosabettu,Mangalore
385000.0,60876000,960.0,1.0,13.0,76728.0,7,3.3,1,0.5,15,11.1,Hosabettu,Mangalore
360000.0,63442000,963.0,5.0,12.0,76220.0,2,2.3,6,2.5,15,11.1,Hosabettu,Mangalore
153000.0,66005000,1987.0,2.0,14.0,67005.0,5,1.4,7,1.4,15,11.1,Hosabettu,Mangalore
128000.0,49621000,1477.0,1.0,19.0,59839.0,7,3.0,2,2.9,15,11.1,Hosabettu,Mangalore
178000.0,74201000,1996.0,1.0,24.0,43458.0,3,2.0,8,4.1,15,11.1,Hosabettu,Mangalore
271000.0,35801000,2509.0,1.0,9.0,83399.0,4,1.1,6,1.1,15,11.1,Hosabettu,Mangalore
296000.0,66009000,2510.0,3.0,26.0,49608.0,7,1.0,6,4.0,15,11.1,Hosabettu,Mangalore
346000.0,20445000,976.0,3.0,20.0,45002.0,1,3.0,1,4.4,15,11.1,Hosabettu,Mangalore
489000.0,26592000,977.0,3.0,13.0,72657.0,6,3.3,1,2.7,15,11.1,Hosabettu,Mangalore
439000.0,69089000,1490.0,4.0,28.0,30166.0,1,0.6,1,1.3,15,11.1,Hosabettu,Mangalore
453000.0,22502000,980.0,1.0,28.0,67030.0,6,1.7,2,2.1,15,11.1,Hosabettu,Mangalore
414000.0,44006000,2005.0,4.0,6.0,75229.0,3,2.5,7,1.5,15,11.1,Hosabettu,Mangalore
403000.0,24554000,2008.0,4.0,20.0,80864.0,2,1.8,7,3.3,15,11.1,Hosabettu,Mangalore
596000.0,46061000,1503.0,4.0,14.0,36331.0,6,2.3,1,0.6,15,11.1,Hosabettu,Mangalore
578000.0,45044000,1509.0,1.0,22.0,84462.0,1,2.0,5,3.8,15,11.1,Hosabettu,Mangalore
139000.0,36853000,2538.0,5.0,21.0,34286.0,5,0.9,3,4.3,15,11.1,Hosabettu,Mangalore
214000.0,62452000,2541.0,4.0,25.0,32752.0,7,1.3,1,4.4,15,11.1,Hosabettu,Mangalore
257000.0,28149000,1006.0,3.0,2.0,65522.0,2,2.9,7,3.5,15,11.1,Hosabettu,Mangalore
282000.0,47096000,1521.0,1.0,6.0,60403.0,1,3.4,3,2.8,15,11.1,Hosabettu,Mangalore
382000.0,55291000,1526.0,2.0,0.0,36853.0,2,2.4,6,1.9,15,11.1,Hosabettu,Mangalore
307000.0,19452000,1015.0,1.0,23.0,38906.0,5,3.5,1,2.3,15,11.1,Hosabettu,Mangalore
157000.0,51197000,1019.0,1.0,6.0,41467.0,6,3.3,3,2.6,15,11.1,Hosabettu,Mangalore
130000.0,0,15000.0,3.0,0.0,65000.0,1,0.5,2,0.8,15,11.1,Vijayanagar,Mysore
200000.0,20000,1650.0,3.0,2.0,20000.0,1,0.5,2,0.8,15,11.1,Vijayanagar,Mysore
80000.0,0,900.0,1.0,0.0,12500.0,2,1.1,1,0.4,15,11.1,Vijayanagar,Mysore
30000.0,0,150.0,1.0,3.0,4000.0,1,0.5,2,0.8,15,11.1,Vijayanagar,Mysore
100000.0,0,1200.0,2.0,0.0,13000.0,1,0.5,1,0.5,15,11.1,Vijayanagar,Mysore
100000.0,0,1200.0,2.0,4.0,16000.0,1,0.5,1,0.5,15,11.1,Vijayanagar,Mysore
50000.0,0,500.0,1.0,0.0,5500.0,1,0.5,1,0.5,15,11.1,Vijayanagar,Mysore
150000.0,0,1665.0,3.0,0.0,24000.0,2,0.8,1,0.4,15,11.1,Vijayanagar,Mysore
80000.0,0,2400.0,2.0,0.0,16000.0,2,0.8,2,0.8,15,11.1,Vijayanagar,Mysore
200000.0,22000,1600.0,2.0,3.0,22000.0,1,0.5,2,0.8,15,11.1,Vijayanagar,Mysore
50000.0,0,1200.0,3.0,0.0,15000.0,1,0.5,1,0.5,15,11.1,Vijayanagar,Mysore
200000.0,0,2000.0,2.0,0.0,25000.0,3,1.1,2,0.9,15,11.1,Vijayanagar,Mysore
50000.0,0,1200.0,2.0,0.0,7000.0,2,1.1,1,0.4,15,11.1,Vijayanagar,Mysore
500000.0,0,3500.0,3.0,0.0,65000.0,1,0.5,2,0.8,15,11.1,Vijayanagar,Mysore
100000.0,0,600.0,2.0,0.0,8500.0,1,0.7,1,0.1,15,11.1,Vijayanagar,Mysore
50000.0,0,400.0,2.0,31.0,25000.0,2,1.1,1,0.4,15,11.1,Vijayanagar,Mysore
4000.0,0,1000.0,1.0,0.0,4000.0,1,0.5,2,0.8,15,11.1,Vijayanagar,Mysore
8000.0,0,150.0,1.0,0.0,8000.0,1,0.7,1,0.1,15,11.1,Vijayanagar,Mysore
90000.0,0,600.0,2.0,0.0,9000.0,1,0.7,1,0.5,15,11.1,Vijayanagar,Mysore
300000.0,0,1600.0,3.0,7.0,31000.0,1,0.7,1,0.1,15,11.1,Vijayanagar,Mysore
32000.0,0,1200.0,2.0,0.0,16000.0,1,0.7,1,0.1,15,11.1,Vijayanagar,Mysore
100000.0,0,1200.0,2.0,0.0,10000.0,1,0.7,1,0.5,15,11.1,Vijayanagar,Mysore
60000.0,0,600.0,2.0,0.0,10000.0,1,0.7,1,0.1,15,11.1,Vijayanagar,Mysore
42000.0,0,1000.0,2.0,0.0,14000.0,1,0.7,1,0.1,15,11.1,Vijayanagar,Mysore
180000.0,0,2400.0,1.0,0.0,16000.0,9,3.4,1,0.2,15,11.1,Vijayanagar,Mysore
10000.0,0,150.0,1.0,0.0,3250.0,1,0.4,1,0.5,15,11.1,Gokulam,Mysore
550000.0,0,3200.0,4.0,15.0,55000.0,1,0.4,1,0.2,15,11.1,Gokulam,Mysore
150000.0,18000,1100.0,2.0,12.0,18000.0,1,0.4,1,0.2,15,11.1,Gokulam,Mysore
250000.0,28000,2400.0,3.0,1.0,28000.0,1,0.4,1,0.2,15,11.1,Gokulam,Mysore
35000.0,0,800.0,2.0,0.0,35000.0,1,0.4,1,0.2,15,11.1,Gokulam,Mysore
200000.0,0,1150.0,2.0,0.0,20000.0,1,0.4,1,0.2,15,11.1,Gokulam,Mysore
50000.0,0,600.0,1.0,12.0,8500.0,1,0.4,1,0.2,15,11.1,Gokulam,Mysore
250000.0,0,950.0,2.0,0.0,25000.0,1,0.6,2,1.1,15,11.1,Gokulam,Mysore
300000.0,31000,1750.0,3.0,12.0,31000.0,1,0.6,1,0.4,15,11.1,Gokulam,Mysore
150000.0,0,2475.0,2.0,0.0,25000.0,1,0.1,1,0.1,15,11.1,Gokulam,Mysore
220000.00000000003,0,1300.0,2.0,40.0,22500.0,1,0.1,1,0.1,15,11.1,Gokulam,Mysore
15000.0,0,1200.0,1.0,3.0,3500.0,1,0.5,5,1.5,15,11.1,Gokulam,Mysore
210000.0,0,1500.0,3.0,1.0,35000.0,1,0.7,1,0.1,15,11.1,Gokulam,Mysore
80000.0,0,600.0,1.0,0.0,8000.0,3,1.1,4,1.9,15,11.1,Bogadi,Mysore
100000.0,0,3000.0,3.0,0.0,26000.0,2,0.8,1,0.4,15,11.1,Bogadi,Mysore
45000.0,0,1540.0,2.0,0.0,15000.0,3,1.1,4,1.9,15,11.1,Bogadi,Mysore
180000.0,0,2400.0,1.0,12.0,20000.0,2,0.8,2,1.7,15,11.1,Bogadi,Mysore
250000.0,0,1600.0,2.0,0.0,28000.0,2,0.8,1,0.4,15,11.1,Bogadi,Mysore
200000.0,0,1600.0,2.0,0.0,25000.0,2,0.8,1,0.4,15,11.1,Bogadi,Mysore
100000.0,0,950.0,2.0,0.0,12500.0,2,0.8,1,0.4,15,11.1,Bogadi,Mysore
50000.0,0,700.0,2.0,0.0,10000.0,2,1.0,1,0.6,15,11.1,Bogadi,Mysore
50000.0,0,500.0,1.0,0.0,6000.0,3,1.7,3,0.9,15,11.1,Bogadi,Mysore
260000.0,0,1800.0,2.0,4.0,26000.0,3,1.7,4,2.0,15,11.1,Bogadi,Mysore
250000.0,26000,1301.0,2.0,0.0,26000.0,1,0.5,1,0.4,15,11.1,Bogadi,Mysore
400000.0,50000,3001.0,4.0,5.0,50000.0,1,0.5,1,0.4,15,11.1,Bogadi,Mysore
200000.0,21000,1312.0,3.0,0.0,21000.0,1,0.5,1,0.4,15,11.1,Bogadi,Mysore
100000.0,0,650.0,2.0,0.0,10000.0,1,0.4,1,0.3,15,11.1,Bogadi,Mysore
100000.0,0,1000.0,2.0,0.0,12000.0,1,0.5,1,0.6,15,11.1,Bogadi,Mysore
100000.0,0,1200.0,2.0,0.0,15000.0,3,0.2,1,0.4,15,11.1,Bogadi,Mysore
65000.0,0,300.0,1.0,0.0,6500.0,3,0.2,1,0.4,15,11.1,Bogadi,Mysore
400000.0,60000,4200.0,4.0,5.0,60000.0,1,0.4,1,0.7,15,11.1,Bogadi,Mysore
90000.0,0,600.0,2.0,0.0,9000.0,1,0.4,1,0.5,15,11.1,Bogadi,Mysore
40000.0,0,250.0,1.0,0.0,4000.0,1,0.4,2,1.0,15,11.1,Dattagalli Third Stage,Mysore
30000.0,0,150.0,1.0,0.0,4000.0,1,0.4,2,1.0,15,11.1,Dattagalli Third Stage,Mysore
180000.0,18000,1500.0,3.0,5.0,18000.0,1,0.4,2,1.0,15,11.1,Dattagalli Third Stage,Mysore
280000.0,0,1550.0,3.0,0.0,28000.0,1,0.4,3,1.9,15,11.1,Dattagalli Third Stage,Mysore
0.0,0,1100.0,2.0,0.0,1600000.0,1,0.4,2,1.0,15,11.1,Dattagalli Third Stage,Mysore
1500000.0,0,1100.0,2.0,0.0,1500000.0,1,0.4,2,1.0,15,11.1,Dattagalli Third Stage,Mysore
0.0,0,1200.0,2.0,0.0,15000.0,1,0.4,3,1.9,15,11.1,Dattagalli Third Stage,Mysore
160000.0,0,1348.0,2.0,10.0,16000.0,1,0.8,2,0.7,15,11.1,Dattagalli Third Stage,Mysore
75000.0,0,1100.0,2.0,4.0,10000.0,1,0.8,4,2.2,15,11.1,Dattagalli Third Stage,Mysore
130000.0,0,900.0,2.0,0.0,13000.0,7,3.6,3,1.2,15,11.1,Dattagalli Third Stage,Mysore
100000.0,0,900.0,2.0,0.0,13000.0,1,0.5,1,0.4,15,11.1,Dattagalli Third Stage,Mysore
100000.0,0,1200.0,2.0,0.0,15000.0,1,0.4,2,1.2,15,11.1,Dattagalli Third Stage,Mysore
150000.0,0,900.0,2.0,0.0,15000.0,1,0.4,2,1.2,15,11.1,Dattagalli Third Stage,Mysore
300000.0,0,2400.0,3.0,7.0,34000.0,1,0.3,2,0.8,15,11.1,Dattagalli Third Stage,Mysore
250000.0,26000,2400.0,2.0,1.0,26000.0,1,0.3,2,0.8,15,11.1,Dattagalli Third Stage,Mysore
250000.0,0,1400.0,3.0,6.0,25000.0,1,0.3,2,0.8,15,11.1,Dattagalli Third Stage,Mysore
0.0,0,400.0,1.0,0.0,2000.0,1,0.5,1,0.7,15,11.1,Kuvempunagar,Mysore
8000.0,0,500.0,1.0,0.0,4000.0,1,0.5,1,0.7,15,11.1,Kuvempunagar,Mysore
200000.0,0,1500.0,1.0,10.0,22000.0,1,0.5,1,0.7,15,11.1,Kuvempunagar,Mysore
15000.0,0,500.0,1.0,8.0,5000.0,1,0.6,1,0.4,15,11.1,Kuvempunagar,Mysore
250000.0,0,2000.0,4.0,8.0,26000.0,1,0.5,1,0.7,15,11.1,Kuvempunagar,Mysore
150000.0,0,1000.0,2.0,0.0,15000.0,1,0.5,1,0.7,15,11.1,Kuvempunagar,Mysore
150000.0,0,1600.0,3.0,0.0,20000.0,1,0.5,1,0.7,15,11.1,Kuvempunagar,Mysore
200000.0,0,1750.0,1.0,20.0,18000.0,1,0.5,1,0.5,15,11.1,Kuvempunagar,Mysore
30000.0,0,500.0,1.0,0.0,5000.0,1,0.4,2,1.2,15,11.1,Kuvempunagar,Mysore
130000.0,0,1200.0,2.0,0.0,13000.0,1,0.4,2,1.1,15,11.1,Kuvempunagar,Mysore
30000.0,0,320.0,1.0,0.0,6500.0,1,0.4,2,0.9,15,11.1,Kuvempunagar,Mysore
160000.0,0,2400.0,2.0,0.0,16000.0,1,0.4,3,1.2,15,11.1,Kuvempunagar,Mysore
0.0,0,1200.0,2.0,0.0,9500.0,1,0.4,3,1.2,15,11.1,Kuvempunagar,Mysore
200000.0,0,1400.0,2.0,0.0,20000.0,1,0.4,3,1.2,15,11.1,Kuvempunagar,Mysore
0.0,0,1200.0,2.0,20.0,9000.0,1,0.4,3,1.7,15,11.1,Sriramapura,Mysore
200000.0,0,1750.0,1.0,20.0,18000.0,1,0.4,1,0.5,15,11.1,Sriramapura,Mysore
100000.0,0,900.0,2.0,0.0,13000.0,1,0.4,1,0.5,15,11.1,Sriramapura,Mysore
16000.0,0,1600.0,3.0,5.0,16000.0,3,1.7,3,1.4,15,11.1,Sriramapura,Mysore
100000.0,0,1200.0,2.0,2.0,10000.0,3,1.7,3,1.4,15,11.1,Sriramapura,Mysore
120000.0,0,1200.0,2.0,0.0,18000.0,1,0.3,1,0.5,15,11.1,Sriramapura,Mysore
7000.0,0,250.0,1.0,0.0,7000.0,2,0.9,2,1.6,15,11.1,Sriramapura,Mysore
100000.0,0,1200.0,2.0,0.0,13000.0,1,0.5,1,0.7,15,11.1,Sriramapura,Mysore
150000.0,0,800.0,1.0,0.0,15000.0,3,1.8,2,1.3,15,11.1,Yadavagiri,Mysore
100000.0,0,312.0,1.0,20.0,10000.0,3,1.8,2,1.3,15,11.1,Yadavagiri,Mysore
100000.0,0,1000.0,2.0,0.0,16500.0,3,1.8,2,1.3,15,11.1,Yadavagiri,Mysore
0.0,0,750.0,2.0,0.0,8000.0,1,0.6,2,0.8,15,11.1,Yadavagiri,Mysore
300000.0,45000,2100.0,3.0,0.0,45000.0,1,0.4,1,0.5,15,11.1,Yadavagiri,Mysore
150000.0,0,1200.0,3.0,10.0,14000.0,3,1.1,2,1.5,15,11.1,Yadavagiri,Mysore
600000.0,0,1200.0,3.0,0.0,60000.0,1,0.4,1,0.5,15,11.1,Yadavagiri,Mysore
0.0,0,400.0,1.0,0.0,3000.0,1,0.1,1,0.1,15,11.1,Yadavagiri,Mysore
200000.0,20000,1800.0,2.0,29.0,20000.0,1,0.1,1,0.1,15,11.1,Yadavagiri,Mysore
20000.0,0,1000.0,1.0,0.0,10000.0,1,0.1,1,0.1,15,11.1,Yadavagiri,Mysore
200000.0,0,1000.0,2.0,1.0,35000.0,1,0.1,1,0.1,15,11.1,Yadavagiri,Mysore
100000.0,0,1200.0,2.0,0.0,13000.0,1,0.1,1,0.1,15,11.1,J P Nagar,Mysore
150000.0,15000,1200.0,3.0,0.0,15000.0,2,0.9,2,1.6,15,11.1,J P Nagar,Mysore
0.0,0,1500.0,1.0,0.0,550000.0,1,0.4,3,1.7,15,11.1,J P Nagar,Mysore
0.0,0,600.0,1.0,1.0,11000.0,2,0.9,2,0.8,15,11.1,J P Nagar,Mysore
300000.0,35000,1790.0,3.0,8.0,35000.0,2,0.9,2,0.8,15,11.1,J P Nagar,Mysore
350000.0,0,1682.0,3.0,0.0,35000.0,2,0.9,2,0.8,15,11.1,J P Nagar,Mysore
150000.0,0,1200.0,2.0,0.0,15000.0,2,0.9,2,0.8,15,11.1,J P Nagar,Mysore
